review,label
Simply the best,positive
"I give 2 star cuz in this app had a issues. I can't skip to another song, I can't choose other songs, it shuffled itself automatically in my smartphone. Maybe, u can add no ads, download song & listen to the songs in offline in Spotify Premium but u added all features in Spotify Premium. Then, how people can listen to their fav songs. Please fix this issue. I hope you will fix it.",negative
Despite having to re download liked songs and having to go through all my music again. Its been pleasant,positive
Not working while connected to Wi-Fi. Already updated the App & reinstalled too. Very bad,negative
"Great to find albums and songs that a person can't find anywhere else, not even on YouTube.",positive
5 ads... There is no reason for 5 ads every 2 songs...,negative
I love it I can play my music whenever I want to and loud as I want to and nobody has to hear it thank you Spotify,positive
"I used to like spotify before, but now I don't. You can't even play your chosen song. All you have is a playlist chosing random songs for you. I think Soundcloud is doing better than you.",negative
Love Spotify. Try it and tell me you don't like it!,negative
Love the app but sometimes my playlist won't work,negative
"This ""intuitive"" app is worthless. The only good thing is its library, and its barely that. Update: still worthless. 7/7/2022",negative
I was great then i had to get premium and it stopped working,negative
What happened??? I can't pause it anymore. When I play something I don't get any of the buttons showing up on my phone. I can't pause and it won't even show what I'm listening to. I've even had it play right over other apps like books. It's become complete garbage.,negative
"Not all songs I like can be found on spotify, like live versions, two examples: live version of ChloeXHalle ungodly hour, or Mumford and sons the enemy. Sometimes the music wont play the downloads offline. The app bothered me to rate, so here you are.",negative
Great ðŸ‘Œ the app has all music and easy to use,positive
Just Great music love it .,positive
Its crashes again and again for no reason,negative
Best music streaming app. Its the one that connects easiest to my car's bluetooth.,positive
